TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,313937,313937,PA,Naracoorte Caves,Naracoorte Caves,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,6.5814471245,6.58145321469861,Not Applicable,0,Designated,2011,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-SA_DEW,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,3051,3051,PA,Queen Elizabeth National Park,Queen Elizabeth National Park,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,7395,2518.55455566076,Not Applicable,0,Designated,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,UGA,UGA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2575,2575,PA,Serengeti National Park,Parc national de Serengeti,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Terrestrial,0,0,14763,13035.9638936365,Not Applicable,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,TZA,TZA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555724240,555724240,PA,SK 1046-2002,SK 1046-2002,Naturvårdsavtal tecknade av Skogsstyrelsen,"Nature conservation agreement, Swedish Forest Agency",National,IV,Not Applicable,Terrestrial,0,0,0.0757999992,0.0758421173350606,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2013,SWE,SWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,178344,178344,PA,Érsekhalmi Hét-völgy Természetvédelmi Terület,Érsekhalmi Hét-völgy Természetvédelmi Terület,Természetvédelmi Terület,Nature Conservation Area,National,IV,Not Applicable,Terrestrial,0,0,0.2701774979,0.270177533562269,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry for Environment, National Authority for Nature Conservation H-1121 Budapest Költõ u. 21.",Not Reported,State Verified,2013,HUN,HUN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,396869,396869,PA,Varpusenlinna,Varpusenlinna,Yksityinen luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,0.0281078005,0.0281269808282852,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Regional Environment Centres,Not Reported,State Verified,2013,FIN,FIN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,13652,13652,PA,Aggteleki Nemzeti Park,Aggteleki Nemzeti Park,Nemzeti Park,National Park,National,II,Not Applicable,Terrestrial,0,0,201.83671875,201.749296046843,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry for Environment, National Authority for Nature Conservation H-1121 Budapest Költõ u. 21.",Not Reported,State Verified,2013,HUN,HUN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555791871,555791871,PA,Bania,Баня,Заповідне урочище,Zapovidne urochyshche,National,Not Reported,Not Applicable,Terrestrial,0,0,0.017,0.0188429398469329,Not Applicable,0,Designated,2000,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2129,UKR,UKR,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,220296,220296,PA,Central Amazon Conservation Complex,Complexe de conservation de l’Amazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,52320.18,50970.8533656377,Not Applicable,0,Inscribed,2000,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555624865,555624865,PA,Loch Carron,Loch Carron,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Assigned,Not Applicable,Marine,16,15.0869841473313,16,16.1878636365188,Not Reported,0,Designated,2017,Collaborative governance,Not Reported,Not Reported,Not Applicable,OSPAR Commission,http://mpa.ospar.org/home_ospar/mpa_datasheets,State Verified,883,GBR,GBR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,17759,17759,PA,Gros Morne National Park,Parc national du Gros-Morne,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Terrestrial,0,20.3008825988935,1805,1809.17037378343,Not Applicable,0,Inscribed,1987,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CAN,CAN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,902367,902367,PA,Pitons Management Area,Zone de gestion des Pitons,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii),Coastal,0,4.40895153034005,29.09,19.2941197576903,Not Reported,0,Inscribed,2004,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,LCA,LCA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,312946,312946,PA,Phu Toei,Phu Toei,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,318.9880912,318.623705438007,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,THA,THA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,1102,1102,PA,Nyika,Nyika,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,84,82.9704524982415,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Department of National Parks and Wildlife,Not Reported,State Verified,943,ZMB,ZMB,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2017,2017,PA,Virunga National Park,Parc national des Virunga,Site du Patrimoine Mondial (naturel ou mixte),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(viii);(x),Terrestrial,0,0,8000,7770.27570153318,Not Applicable,0,Inscribed,1979,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,COD,COD,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555637376,555637376,PA,Falmouth Bay to St Austell Bay,Falmouth Bay to St Austell Bay,Marine Protected Area (OSPAR),Marine Protected Area (OSPAR),Regional,Not Reported,Not Applicable,Marine,258,256.160041932947,258,259.002541745713,Not Reported,0,Designated,2018,Collaborative governance,Not Reported,Not Reported,Not Applicable,OSPAR Commission,http://mpa.ospar.org/home_ospar/mpa_datasheets,State Verified,883,GBR,GBR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,198303,198303,PA,"Ibiza, Biodiversity and Culture","Ibiza, biodiversité et culture",World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ii);(iii);(iv);(ix);(x),Marine,0,85.8026304191968,90.203,88.7794185420528,Not Reported,0,Inscribed,1999,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ESP,ESP,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,902899,902899,PA,Malpelo Fauna and Flora Sanctuary,Sanctuaire de faune et de flore de Malpelo,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii),Marine,0,9577.79369792104,8575,9578.38253083172,Not Reported,0,Inscribed,2006,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,COL,COL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2572,2572,PA,Kakadu National Park,Parc national de Kakadu,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i);(ix);(vi);(vii);(x),Terrestrial,0,216.333141787323,19809.9492,19138.5194099113,Not Applicable,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555788092,555788092,PA,Pădurea Buciumeni - Homocea,Pădurea Buciumeni - Homocea,Special Areas of Conservation (Habitats Directive),Special Areas of Conservation (Habitats Directive),Regional,Not Reported,Not Applicable,Terrestrial,0,0,0,49.8781562211061,Not Applicable,0,Designated,2022,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,See European Environment Agency Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/be2142b0-7dc4-42e3-afac-f7cc5f1a9ac6,See European Environment Agency Geospatial Data Catalogue for more information - https://sdi.eea.europa.eu/catalogue/srv/api/records/be2142b0-7dc4-42e3-afac-f7cc5f1a9ac6,State Verified,1832,ROU,ROU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Point,134939,134939,PA,Oberlausitzer Heide-und Teichlandschaft,Oberlausitzer Heide-und Teichlandschaft,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,,301.02,,Not Applicable,0,Designated,1996,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,988,DEU,DEU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67732,67732,PA,Jiuzhaigou Valley Scenic and Historic Interest Area,Région d'intérêt panoramique et historique de la vallée de Jiuzhaigou,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii),Terrestrial,0,0,720,724.697493724194,Not Applicable,0,Inscribed,1992,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CHN,CHN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61638,61638,PA,Oliver Inlet,Oliver Inlet,State Marine Park,State Marine Park,National,V,Not Applicable,Coastal,0,0.526868468679322,2.2662036049,2.26619948760305,Not Reported,0,Designated,1983,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Department of Natural Resources,Not Reported,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,61611,61611,PA,Doñana National Park,Parc national de Doñana,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,1.45308078297337,542.517,535.940759273865,Not Applicable,0,Inscribed,1994,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ESP,ESP,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,25920,25920,PA,Dimalurru,Dimalurru,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,0.9104462266,0.910446138893932,Not Applicable,0,Designated,2021,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-WA_DBCA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555587010,555587010,PA,Reading Rock State Marine Conservation Area,Reading Rock State Marine Conservation Area,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,Marine,0,30.6044139331906,30.9725490523,30.9725468407736,None,0,Designated,2012,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,151104,151104,PA,Ulkonokanhietikon luonnonsuojelualue,Ulkonokanhietikon luonnonsuojelualue,Yksityinen luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,1.5699862671,1.57075738118154,Not Applicable,0,Designated,1982,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Regional Environment Centres,Not Reported,State Verified,2013,FIN,FIN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555655604,555655604,PA,Edmonds Underwater Park,Edmonds Underwater Park,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,0.177900002366288,0.1896507928,0.189644378194476,All ,0,Designated,1970,Sub-national ministry or agency,Not Applicable,State,Not Applicable,State Fish and Wildlife ; City Land,No Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Point,154641,154641,PA,2004816 Vrestall Ärla,2004816 Vrestall Ärla,Naturminne,Natural Monument,National,Not Assigned,Not Applicable,Terrestrial,0,,0,,Not Applicable,0,Designated,1966,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,County Administrative Board and Local Authorities,Not Reported,State Verified,2013,SWE,SWE,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,67729,67729,PA,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Sanctuaires de faune de Thung Yai-Huai Kha Khaeng,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Terrestrial,0,0,6222,6304.91176382281,Not Applicable,0,Inscribed,1991,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,THA,THA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,903134,903134,PA,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,Lagons de Nouvelle-Calédonie : diversité récifale et écosystèmes associés,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Marine,0,17026.1552193341,15743,17349.5069235303,Not Reported,0,Inscribed,2008,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,FRA,NCL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,301948,301948,PA,Barranca de Metztitlán,Barranca de Metztitlán,Reserva de la Biósfera,Biosphere Reserve,National,Ia,Not Applicable,Terrestrial,0,0,960.42947018,961.176155454911,Not Applicable,0,Designated,2000,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Commission of Natural Protected Areas,http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/metztitlan.pdf,State Verified,1850,MEX,MEX,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2580,2580,PA,Niokolo-Koba National Park,Parc national du Niokolo-Koba,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(x),Terrestrial,0,0,9130,8233.55586670273,Not Applicable,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,SEN,SEN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900543,900543,PA,Visimskiy,Visimskiy,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Terrestrial,0,0,1796.06,110.585367256648,Not Applicable,0,Designated,2001,Collaborative governance,Not Reported,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,840,RUS,RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,900630,900630,PA,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,3814.3,3835.02756122009,Not Applicable,0,Inscribed,2001,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,BRA,BRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,612,612,PA,Kluane National Park Reserve Of Canada,Kluane National Park Reserve Of Canada,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,22061,22061.112482961,Not Applicable,0,Designated,1972,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Parks Canada Agency,http://www.pc.gc.ca/,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,145590,145590,PA,Pyrénées - Mont Perdu,Pyrénées - Mont Perdu,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(iii);(iv);(v);(vii);(viii),Terrestrial,0,0,306.39,250.403268606957,Not Applicable,0,Inscribed,1997,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ESP;FRA,ESP;FRA,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,345326,345326,PA,Hinjärv 2,Hinjärv 2,Yksityinen luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,2.1430018616,2.14032527649784,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Regional Environment Centres,Not Reported,State Verified,2013,FIN,FIN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,2571,2571,PA,Great Barrier Reef,La Grande Barrière,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(viii);(x),Marine,0,346770.129748843,348700,349115.187659208,Not Reported,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,164457,164457,PA,Lietzener Mühlental,Lietzener Mühlental,Naturschutzgebiet,Nature Reserve,National,IV,Not Applicable,Terrestrial,0,0,1.3225999451,1.32360086049903,Not Applicable,0,Designated,2014,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Bundesamt für Naturschutz,Not Reported,State Verified,2013,DEU,DEU,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,478638,478638,PA,Wadden Sea,La mer des Wadden,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(viii);(x),Marine,0,10671.2084277695,11434.03,11574.1148635298,Not Reported,0,Inscribed,2009,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,DEU;DNK;NLD,DEU;DNK;NLD,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,621,621,PA,Kootenay National Park Of Canada,Kootenay National Park Of Canada,National Park,National Park,National,II,Not Applicable,Terrestrial,0,0,1406.4,1379.31394071619,Not Applicable,0,Designated,1920,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Parks Canada Agency,http://www.pc.gc.ca/,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555624857,555624857,PA,Landscapes of Dauria,Paysages de la Dauria,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(x),Terrestrial,0,0,9126.24,9036.932942064,Not Applicable,0,Inscribed,2017,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,MNG;RUS,MNG;RUS,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,903133,903133,PA,Joggins Fossil Cliffs,Falaises fossilifères de Joggins,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(viii),Marine,0,5.76875454802668,6.89,5.80926299341702,Not Reported,0,Inscribed,2008,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,67726,67726,PA,Ujung Kulon National Park,Parc national de Ujung Kulon,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii);(x),Coastal,443.37,491.850968133884,785.25,1106.47842615216,Not Reported,0,Inscribed,1991,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,IDN,IDN,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,555714380,555714380,PA,Buhta Anna,Buhta Anna,Buhta An a,Natural Monument,National,III,Not Applicable,Marine,0,4.88532851226989,8.763,4.99901746927274,Not Reported,0,Designated,1974,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Federal Executive Authority and Government Agency,Not Reported,State Verified,1999,RUS,RUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,5004,5004,PA,Aldabra Atoll,Aldabra Atoll,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix);(vii);(x),Coastal,157.7184981364,337.982686770381,350,494.649945510622,Not Reported,0,Inscribed,1982,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Seychelles Island Foundation,Not Reported,State Verified,946,SYC,SYC,Not Applicable,Not Applicable,Not Reported,Not Applicable
Polygon,994,994,PA,Redwood National Park,Redwood National Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,Terrestrial,0,25.5375437986248,467.978698636,467.985679599853,None,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Park Service ; State Fish and Wildlife ; Non-Governmental Organization,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Reported,Not Applicable
